item_idx,Module,oBDS_Concept,n_coders,n_unique_codes,disagreement,semantic_disagreement,diversity,mdi,mean_distance,max_distance,interpretation,codes,most_common_code,most_common_count
162,Modul 13,Item_162,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,2.0,"Moderate (some disagreement, related concepts)","['274144001', '274144001', '60168000', '274144001']",274144001,3.0
163,Modul 13,Item_163,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['25803005', '25803005', '25803005', '25803005']",25803005,4.0
164,Modul 13,Item_164,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['75694006', '75694006', '75694006', '75694006']",75694006,4.0
165,Modul 13,Item_165,3,2.0,0.33333333333333337,0.04,0.5,0.2326666666666667,2.0,2.0,"Moderate (some disagreement, related concepts)","['6072007', '6072007', '12063002']",6072007,2.0
166,Modul 13,Item_166,0,,,,,,,,No codes,[],,
167,Modul 13,Item_167,3,2.0,0.33333333333333337,0.04,0.5,0.2326666666666667,2.0,2.0,"Moderate (some disagreement, related concepts)","['399957001', '399957001', '286959000']",399957001,2.0
168,Modul 13,Item_168,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['48661000', '48661000', '48661000', '48661000']",48661000,4.0
169,Modul 13,Item_169,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['698817002', '698817002']",698817002,2.0
170,Modul 13,Item_170,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['58554001', '58554001', '58554001', '58554001']",58554001,4.0
171,Modul 13,Item_171,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['60046008', '60046008', '60046008', '60046008']",60046008,4.0
172,Modul 13,Item_172,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['233604007', '233604007', '233604007', '233604007']",233604007,4.0
173,Modul 13,Item_173,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['36118008', '36118008', '36118008', '36118008']",36118008,4.0
174,Modul 13,Item_174,4,2.0,0.5,0.026666666666666665,0.3333333333333333,0.294,1.3333333333333333,2.0,"Moderate (some disagreement, related concepts)","['1162567000', '1162567000', '55525008', '55525008']",1162567000,2.0
175,Modul 13,Item_175,4,2.0,0.25,0.04,0.3333333333333333,0.17433333333333334,2.0,2.0,"Moderate (some disagreement, related concepts)","['59282003', '59282003', '59282003', '1293114006']",59282003,3.0
176,Modul 13,Item_176,4,2.0,0.5,0.06666666666666667,0.3333333333333333,0.31,3.3333333333333335,4.0,"Difficult (divergent codes, semantic distance)","['1052239007', '1052239007', '42998008', '42998008']",1052239007,2.0
177,Modul 13,Item_177,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['409623005', '409623005', '409623005', '409623005']",409623005,4.0
178,Modul 13,Item_178,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,2.0,"Moderate (some disagreement, related concepts)","['19220005', '19220005', '473048005', '19220005']",19220005,3.0
179,Modul 13,Item_179,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['76571007', '76571007', '76571007', '76571007']",76571007,4.0
180,Modul 13,Item_180,4,2.0,0.25,0.06,0.3333333333333333,0.18233333333333332,3.0,4.0,"Moderate (some disagreement, related concepts)","['76314005', '76314005', '76314005', '190902006']",76314005,3.0
181,Modul 13,Item_181,4,2.0,0.25,0.06,0.3333333333333333,0.18233333333333332,3.0,4.0,"Moderate (some disagreement, related concepts)","['302918009', '302918009', '302918009', '63597007']",302918009,3.0
182,Modul 13,Item_182,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['302215000', '302215000', '302215000', '302215000']",302215000,4.0
183,Modul 13,Item_183,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['266257000', '266257000', '266257000', '266257000']",266257000,4.0
184,Modul 13,Item_184,4,2.0,0.25,0.09,0.3333333333333333,0.19433333333333333,4.5,7.0,"Moderate (some disagreement, related concepts)","['82545002', '82545002', '82545002', '287169004']",82545002,3.0
185,Modul 13,Item_185,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['239160006', '239160006', '239160006', '239160006']",239160006,4.0
186,Modul 13,Item_186,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['271618001', '271618001', '271618001']",271618001,3.0
187,Modul 14,Item_187,4,2.0,0.25,0.04333333333333333,0.3333333333333333,0.17566666666666667,2.1666666666666665,3.0,"Moderate (some disagreement, related concepts)","['1287742003', '1287742003', '385798007', '1287742003']",1287742003,3.0
188,Modul 14,Item_188,4,4.0,0.75,0.16666666666666669,1.0,0.5416666666666666,8.333333333333334,12.0,"Difficult (divergent codes, semantic distance)","['262202000', '363703001', '363675004', '367565008']",262202000,1.0
189,Modul 14,Item_189,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373808002', '373808002', '373808002', '373808002']",373808002,4.0
190,Modul 14,Item_190,4,2.0,0.25,0.03,0.3333333333333333,0.17033333333333334,1.5,2.0,"Moderate (some disagreement, related concepts)","['168528006', '363676003', '363676003', '363676003']",363676003,3.0
191,Modul 14,Item_191,4,2.0,0.25,0.16,0.3333333333333333,0.22233333333333333,8.0,14.0,"Moderate (some disagreement, related concepts)","['373808002', '373808002', '373808002', '1255358009']",373808002,3.0
192,Modul 14,Item_192,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007', '74964007']",74964007,4.0
193,Modul 14,Item_193,3,2.0,0.33333333333333337,0.08,0.5,0.2486666666666667,4.0,5.0,"Moderate (some disagreement, related concepts)","['1287211007', '1287211007', '385432009']",1287211007,2.0
194,Modul 14,Item_194,0,,,,,,,,No codes,[],,
195,Modul 14,Item_195,0,,,,,,,,No codes,[],,
196,Modul 14,Item_196,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373846009', '373846009', '373846009', '373846009']",373846009,4.0
197,Modul 14,Item_197,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373847000', '373847000', '373847000', '373847000']",373847000,4.0
198,Modul 14,Item_198,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['277671009', '277671009', '277671009']",277671009,3.0
199,Modul 14,Item_199,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['260364009', '260364009', '260364009', '260364009']",260364009,4.0
200,Modul 14,Item_200,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007', '74964007']",74964007,4.0
201,Modul 14,Item_201,3,2.0,0.33333333333333337,0.12,0.5,0.26466666666666666,6.0,8.0,"Moderate (some disagreement, related concepts)","['405813007', '405813007', '279230002']",405813007,2.0
202,Modul 14,Item_202,0,,,,,,,,No codes,[],,
203,Modul 14,Item_203,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['21483005', '21483005', '21483005']",21483005,3.0
204,Modul 14,Item_204,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['258335003', '258335003', '258335003', '258335003']",258335003,4.0
205,Modul 14,Item_205,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['119235005', '119235005', '119235005', '119235005']",119235005,4.0
206,Modul 14,Item_206,4,2.0,0.5,0.05333333333333333,0.3333333333333333,0.30466666666666664,2.6666666666666665,3.0,"Difficult (divergent codes, semantic distance)","['389079005', '389079005', '2748008', '2748008']",389079005,2.0
207,Modul 14,Item_207,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['56329008', '56329008', '56329008', '56329008']",56329008,4.0
208,Modul 14,Item_208,4,2.0,0.25,0.13,0.3333333333333333,0.21033333333333332,6.5,11.0,"Moderate (some disagreement, related concepts)","['74964007', '12738006', '74964007', '74964007']",74964007,3.0
209,Modul 14,Item_209,3,2.0,0.33333333333333337,0.05333333333333333,0.5,0.23800000000000004,2.6666666666666665,3.0,"Moderate (some disagreement, related concepts)","['774007', '774007', '361355005']",774007,2.0
210,Modul 14,Item_210,4,2.0,0.5,0.026666666666666665,0.3333333333333333,0.294,1.3333333333333333,2.0,"Moderate (some disagreement, related concepts)","['1290032005', '1290032005', '81745001', '81745001']",1290032005,2.0
211,Modul 14,Item_211,4,2.0,0.5,0.05333333333333333,0.3333333333333333,0.30466666666666664,2.6666666666666665,3.0,"Difficult (divergent codes, semantic distance)","['1286894002', '1286894002', '45206002', '45206002']",1286894002,2.0
212,Modul 14,Item_212,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74262004', '74262004', '74262004', '74262004']",74262004,4.0
213,Modul 14,Item_213,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['117590005', '25577004', '117590005', '117590005']",117590005,3.0
214,Modul 14,Item_214,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['385294005', '725038004', '385294005', '385294005']",385294005,3.0
215,Modul 14,Item_215,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['54066008', '54066008', '54066008', '54066008']",54066008,4.0
216,Modul 14,Item_216,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['71836000', '71836000', '71836000', '71836000']",71836000,4.0
217,Modul 14,Item_217,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['31389004', '31389004', '31389004', '31389004']",31389004,4.0
218,Modul 14,Item_218,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['81502006', '81502006', '81502006', '81502006']",81502006,4.0
219,Modul 14,Item_219,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['4596009', '4596009', '4596009', '4596009']",4596009,4.0
220,Modul 14,Item_220,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['69748006', '69748006', '69748006', '69748006']",69748006,4.0
221,Modul 14,Item_221,4,2.0,0.5,0.18666666666666668,0.3333333333333333,0.358,9.333333333333334,13.0,"Difficult (divergent codes, semantic distance)","['774007', '774007', '74964007', '74964007']",774007,2.0
222,Modul 14,Item_222,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['51185008', '51185008', '51185008']",51185008,3.0
223,Modul 14,Item_223,4,3.0,0.5,0.03333333333333333,0.6666666666666666,0.32999999999999996,1.6666666666666667,3.0,"Difficult (divergent codes, semantic distance)","['181131000', '361715005', '181131000', '76752008']",181131000,2.0
224,Modul 14,Item_224,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['119184005', '735084003', '119184005', '119184005']",119184005,3.0
225,Modul 14,Item_225,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['78904004', '78904004', '78904004', '78904004']",78904004,4.0
226,Modul 14,Item_226,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['39607008', '3341006', '39607008', '39607008']",39607008,3.0
227,Modul 14,Item_227,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['32849002', '32849002', '32849002', '32849002']",32849002,4.0
228,Modul 14,Item_228,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['72410000', '72410000', '72410000', '72410000']",72410000,4.0
229,Modul 14,Item_229,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['9875009', '9875009', '9875009', '9875009']",9875009,4.0
230,Modul 14,Item_230,4,2.0,0.5,0.1733333333333333,0.3333333333333333,0.3526666666666667,8.666666666666666,12.0,"Difficult (divergent codes, semantic distance)","['51185008', '51185008', '74964007', '74964007']",51185008,2.0
231,Modul 14,Item_231,3,2.0,0.33333333333333337,0.05333333333333333,0.5,0.23800000000000004,2.6666666666666665,3.0,"Moderate (some disagreement, related concepts)","['818983003', '818983003', '302553009']",818983003,2.0
232,Modul 14,Item_232,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['69695003', '69695003', '69695003', '69695003']",69695003,4.0
233,Modul 14,Item_233,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['15776009', '15776009', '15776009', '15776009']",15776009,4.0
234,Modul 14,Item_234,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['10200004', '10200004', '10200004', '10200004']",10200004,4.0
235,Modul 14,Item_235,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['78961009', '78961009', '78961009', '78961009']",78961009,4.0
236,Modul 14,Item_236,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['64033007', '9846003', '64033007', '64033007']",64033007,3.0
237,Modul 14,Item_237,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['23451007', '29392005', '23451007', '23451007']",23451007,3.0
238,Modul 14,Item_238,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['82849001', '82849001', '82849001', '82849001']",82849001,4.0
239,Modul 14,Item_239,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['87953007', '25308007', '87953007', '87953007']",87953007,3.0
240,Modul 14,Item_240,4,3.0,0.5,0.06666666666666667,0.6666666666666666,0.3433333333333333,3.3333333333333335,4.0,"Difficult (divergent codes, semantic distance)","['822992007', '822992007', '362696003', '177853001']",822992007,2.0
241,Modul 14,Item_241,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['80581009', '80581009', '80581009', '80581009']",80581009,4.0
242,Modul 14,Item_242,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['28273000', '28273000', '28273000', '28273000']",28273000,4.0
243,Modul 14,Item_243,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['28231008', '28231008', '28231008', '28231008']",28231008,4.0
244,Modul 14,Item_244,4,2.0,0.5,0.1733333333333333,0.3333333333333333,0.3526666666666667,8.666666666666666,12.0,"Difficult (divergent codes, semantic distance)","['818983003', '818983003', '74964007', '74964007']",818983003,2.0
245,Modul 14,Item_245,3,2.0,0.33333333333333337,0.04,0.5,0.2326666666666667,2.0,2.0,"Moderate (some disagreement, related concepts)","['826984001', '826984001', '12921003']",826984001,2.0
246,Modul 14,Item_246,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['34402009', '34402009', '34402009', '34402009']",34402009,4.0
247,Modul 14,Item_247,4,2.0,0.25,0.03,0.3333333333333333,0.17033333333333334,1.5,2.0,"Moderate (some disagreement, related concepts)","['53505006', '53505006', '53505006', '81939000']",53505006,3.0
248,Modul 14,Item_248,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['89837001', '89837001', '89837001', '89837001']",89837001,4.0
249,Modul 14,Item_249,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['41216001', '41216001', '41216001', '41216001']",41216001,4.0
250,Modul 14,Item_250,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['40689003', '15598003', '40689003', '40689003']",40689003,3.0
251,Modul 14,Item_251,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['18911002', '18911002', '18911002', '18911002']",18911002,4.0
252,Modul 14,Item_252,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['35039007', '35039007', '35039007', '35039007']",35039007,4.0
253,Modul 14,Item_253,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['71252005', '71252005', '71252005', '71252005']",71252005,4.0
254,Modul 14,Item_254,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['45292006', '45292006', '45292006', '45292006']",45292006,4.0
255,Modul 14,Item_255,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['76784001', '76784001', '76784001', '76784001']",76784001,4.0
256,Modul 14,Item_256,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['3665003', '3665003', '3665003', '3665003']",3665003,4.0
257,Modul 14,Item_257,4,2.0,0.5,0.2,0.3333333333333333,0.36333333333333334,10.0,14.0,"Difficult (divergent codes, semantic distance)","['826984001', '826984001', '74964007', '74964007']",826984001,2.0
258,Modul 14,Item_258,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['113192009', '113192009', '113192009']",113192009,3.0
259,Modul 14,Item_259,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['89546000', '89546000', '89546000', '89546000']",89546000,4.0
260,Modul 14,Item_260,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['31467002', '31467002', '31467002', '31467002']",31467002,4.0
261,Modul 14,Item_261,4,2.0,0.25,0.04333333333333333,0.3333333333333333,0.17566666666666667,2.1666666666666665,3.0,"Moderate (some disagreement, related concepts)","['363654007', '773933006', '363654007', '363654007']",363654007,3.0
262,Modul 14,Item_262,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['84667006', '84667006', '122494005', '84667006']",84667006,3.0
263,Modul 14,Item_263,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['35769007', '35769007', '122495006', '35769007']",35769007,3.0
264,Modul 14,Item_264,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['73903008', '73903008', '122496007', '73903008']",73903008,3.0
265,Modul 14,Item_265,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['54735007', '54735007', '699698002', '54735007']",54735007,3.0
266,Modul 14,Item_266,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['113197003', '724221004', '113197003', '113197003']",113197003,3.0
267,Modul 14,Item_267,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['56873002', '56873002', '56873002', '56873002']",56873002,4.0
268,Modul 14,Item_268,4,3.0,0.5,0.03333333333333333,0.6666666666666666,0.32999999999999996,1.6666666666666667,3.0,"Difficult (divergent codes, semantic distance)","['896747000', '1201928007', '896747000', '16982005']",896747000,2.0
269,Modul 14,Item_269,4,3.0,0.5,0.04,0.6666666666666666,0.33266666666666667,2.0,3.0,"Difficult (divergent codes, semantic distance)","['85050009', '719461004', '85050009', '40983000']",85050009,2.0
270,Modul 14,Item_270,4,3.0,0.5,0.03333333333333333,0.6666666666666666,0.32999999999999996,1.6666666666666667,3.0,"Difficult (divergent codes, semantic distance)","['299701004', '758645001', '299701004', '14975008']",299701004,2.0
271,Modul 14,Item_271,4,3.0,0.5,0.04333333333333333,0.6666666666666666,0.33399999999999996,2.1666666666666665,3.0,"Difficult (divergent codes, semantic distance)","['24097009', '734355008', '24097009', '85562004']",24097009,2.0
272,Modul 14,Item_272,4,3.0,0.5,0.04,0.6666666666666666,0.33266666666666667,2.0,3.0,"Difficult (divergent codes, semantic distance)","['118645006', '737465008', '118645006', '12921003']",118645006,2.0
273,Modul 14,Item_273,4,3.0,0.5,0.04333333333333333,0.6666666666666666,0.33399999999999996,2.1666666666666665,3.0,"Difficult (divergent codes, semantic distance)","['28254004', '1287955007', '28254004', '29836001']",28254004,2.0
274,Modul 14,Item_274,4,3.0,0.5,0.04,0.6666666666666666,0.33266666666666667,2.0,3.0,"Difficult (divergent codes, semantic distance)","['71341001', '722739008', '71341001', '68367000']",71341001,2.0
275,Modul 14,Item_275,4,3.0,0.5,0.04333333333333333,0.6666666666666666,0.33399999999999996,2.1666666666666665,3.0,"Difficult (divergent codes, semantic distance)","['702468001', '722421000', '702468001', '30021000']",702468001,2.0
276,Modul 14,Item_276,4,3.0,0.5,0.04333333333333333,0.6666666666666666,0.33399999999999996,2.1666666666666665,3.0,"Difficult (divergent codes, semantic distance)","['84167007', '720643007', '84167007', '56459004']",84167007,2.0
277,Modul 14,Item_277,4,2.0,0.25,0.13,0.3333333333333333,0.21033333333333332,6.5,11.0,"Moderate (some disagreement, related concepts)","['74964007', '272673000', '74964007', '74964007']",74964007,3.0
278,Modul 14,Item_278,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['87784001', '87784001', '87784001']",87784001,3.0
279,Modul 14,Item_279,4,2.0,0.5,0.04,0.3333333333333333,0.29933333333333334,2.0,3.0,"Moderate (some disagreement, related concepts)","['774007', '34201000', '34201000', '774007']",774007,2.0
280,Modul 14,Item_280,4,3.0,0.5,0.04666666666666667,0.6666666666666666,0.3353333333333333,2.3333333333333335,3.0,"Difficult (divergent codes, semantic distance)","['53120007', '764401001', '787470002', '53120007']",53120007,2.0
281,Modul 14,Item_281,4,3.0,0.5,0.04,0.6666666666666666,0.33266666666666667,2.0,3.0,"Difficult (divergent codes, semantic distance)","['61685007', '723413000', '67328008', '61685007']",61685007,2.0
282,Modul 14,Item_282,4,2.0,0.5,0.04,0.3333333333333333,0.29933333333333334,2.0,3.0,"Moderate (some disagreement, related concepts)","['51185008', '31749008', '31749008', '51185008']",51185008,2.0
283,Modul 14,Item_283,4,3.0,0.5,0.03,0.6666666666666666,0.32866666666666666,1.5,2.0,"Difficult (divergent codes, semantic distance)","['302553009', '818997006', '818997006', '818983003']",818997006,2.0
284,Modul 14,Item_284,4,2.0,0.5,0.04,0.3333333333333333,0.29933333333333334,2.0,3.0,"Moderate (some disagreement, related concepts)","['12921003', '20159001', '20159001', '12921003']",12921003,2.0
285,Modul 14,Item_285,3,2.0,0.33333333333333337,0.06666666666666667,0.5,0.24333333333333335,3.3333333333333335,4.0,"Moderate (some disagreement, related concepts)","['1490004', '1490004', '731469008']",1490004,2.0
286,Modul 14,Item_286,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['276825009', '276825009']",276825009,2.0
287,Modul 14,Item_287,4,2.0,0.25,0.12,0.3333333333333333,0.2063333333333333,6.0,10.0,"Moderate (some disagreement, related concepts)","['74964007', '87784001', '74964007', '74964007']",74964007,3.0
288,Modul 14,Item_288,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['39937001', '39937001', '39937001']",39937001,3.0
289,Modul 14,Item_289,4,2.0,0.25,0.03,0.3333333333333333,0.17033333333333334,1.5,2.0,"Moderate (some disagreement, related concepts)","['181469002', '181469002', '181469002', '39937001']",181469002,3.0
290,Modul 14,Item_290,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['119181002', '119181002', '119181002', '119181002']",119181002,4.0
291,Modul 14,Item_291,4,3.0,0.5,0.07666666666666667,0.6666666666666666,0.3473333333333333,3.8333333333333335,5.0,"Difficult (divergent codes, semantic distance)","['122490001', '122490001', '89890002', '245257001']",122490001,2.0
292,Modul 14,Item_292,4,3.0,0.5,0.04333333333333333,0.6666666666666666,0.33399999999999996,2.1666666666666665,3.0,"Difficult (divergent codes, semantic distance)","['76838003', '1119413005', '81105003', '76838003']",76838003,2.0
293,Modul 14,Item_293,4,3.0,0.5,0.04,0.6666666666666666,0.33266666666666667,2.0,2.0,"Difficult (divergent codes, semantic distance)","['9659009', '16217541000119100', '279807001', '9659009']",9659009,2.0
294,Modul 14,Item_294,4,3.0,0.5,0.03333333333333333,0.6666666666666666,0.32999999999999996,1.6666666666666667,2.0,"Difficult (divergent codes, semantic distance)","['245269009', '746224000', '68171009', '245269009']",245269009,2.0
295,Modul 14,Item_295,4,3.0,0.5,0.05,0.6666666666666666,0.33666666666666667,2.5,5.0,"Difficult (divergent codes, semantic distance)","['245282001', '82365008', '281779003', '245282001']",245282001,2.0
296,Modul 14,Item_296,4,2.0,0.5,0.05333333333333333,0.3333333333333333,0.30466666666666664,2.6666666666666665,3.0,"Difficult (divergent codes, semantic distance)","['62683002', '62683002', '245276004', '245276004']",62683002,2.0
297,Modul 14,Item_297,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,2.0,"Moderate (some disagreement, related concepts)","['264016003', '53074004', '264016003', '264016003']",264016003,3.0
298,Modul 14,Item_298,4,3.0,0.5,0.05333333333333333,0.6666666666666666,0.33799999999999997,2.6666666666666665,3.0,"Difficult (divergent codes, semantic distance)","['818991007', '818991007', '245284000', '128235003']",818991007,2.0
299,Modul 14,Item_299,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['245285004', '245285004', '245285004']",245285004,3.0
300,Modul 14,Item_300,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['91394001', '91394001', '91394001', '91394001']",91394001,4.0
301,Modul 14,Item_301,4,2.0,0.5,0.04,0.3333333333333333,0.29933333333333334,2.0,2.0,"Moderate (some disagreement, related concepts)","['54268001', '54268001', '245294005', '245294005']",54268001,2.0
302,Modul 14,Item_302,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['8928004', '8928004', '8928004', '8928004']",8928004,4.0
303,Modul 14,Item_303,0,,,,,,,,No codes,[],,
304,Modul 14,Item_304,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['397440000', '397440000', '397440000']",397440000,3.0
305,Modul 14,Item_305,0,,,,,,,,No codes,[],,
306,Modul 14,Item_306,4,2.0,0.25,0.13,0.3333333333333333,0.21033333333333332,6.5,11.0,"Moderate (some disagreement, related concepts)","['74964007', '59441001', '74964007', '74964007']",74964007,3.0
307,Modul 14,Item_307,0,,,,,,,,No codes,[],,
308,Modul 14,Item_308,4,2.0,0.25,0.05,0.3333333333333333,0.17833333333333334,2.5,3.0,"Moderate (some disagreement, related concepts)","['38266002', '38266002', '38266002', '47479005']",38266002,3.0
309,Modul 14,Item_309,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['309795001', '309795001', '309795001']",309795001,3.0
310,Modul 14,Item_310,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007', '74964007']",74964007,4.0
